image_path,original_label,adversarial_label
adversarial_dataset/train\adv_sample_training_3079.png,6,2
adversarial_dataset/train\adv_sample_training_3080.png,9,1
adversarial_dataset/train\adv_sample_training_3081.png,0,1
adversarial_dataset/train\adv_sample_training_3082.png,4,2
adversarial_dataset/train\adv_sample_training_3083.png,4,7
adversarial_dataset/train\adv_sample_training_3084.png,3,6
adversarial_dataset/train\adv_sample_training_3085.png,3,7
adversarial_dataset/train\adv_sample_training_3086.png,7,4
adversarial_dataset/train\adv_sample_training_3087.png,6,0
adversarial_dataset/train\adv_sample_training_3088.png,0,2
adversarial_dataset/train\adv_sample_training_3089.png,2,6
adversarial_dataset/train\adv_sample_training_3090.png,5,3
adversarial_dataset/train\adv_sample_training_3091.png,4,8
adversarial_dataset/train\adv_sample_training_3092.png,4,3
adversarial_dataset/train\adv_sample_training_3093.png,2,4
adversarial_dataset/train\adv_sample_training_3094.png,9,1
adversarial_dataset/train\adv_sample_training_3095.png,4,2
adversarial_dataset/train\adv_sample_training_3096.png,7,3
adversarial_dataset/train\adv_sample_training_3097.png,4,8
adversarial_dataset/train\adv_sample_training_3098.png,1,9
adversarial_dataset/train\adv_sample_training_3099.png,4,2
adversarial_dataset/train\adv_sample_training_3100.png,6,2
adversarial_dataset/train\adv_sample_training_3101.png,4,7
adversarial_dataset/train\adv_sample_training_3102.png,7,5
adversarial_dataset/train\adv_sample_training_3103.png,7,5
adversarial_dataset/train\adv_sample_training_3104.png,9,1
adversarial_dataset/train\adv_sample_training_3105.png,2,6
adversarial_dataset/train\adv_sample_training_3106.png,2,4
adversarial_dataset/train\adv_sample_training_3107.png,7,4
adversarial_dataset/train\adv_sample_training_3108.png,4,8
adversarial_dataset/train\adv_sample_training_3109.png,6,3
adversarial_dataset/train\adv_sample_training_3110.png,5,6
adversarial_dataset/train\adv_sample_training_3111.png,1,9
adversarial_dataset/train\adv_sample_training_3112.png,0,9
adversarial_dataset/train\adv_sample_training_3113.png,1,8
adversarial_dataset/train\adv_sample_training_3114.png,6,3
adversarial_dataset/train\adv_sample_training_3115.png,0,1
adversarial_dataset/train\adv_sample_training_3116.png,1,9
adversarial_dataset/train\adv_sample_training_3117.png,3,4
adversarial_dataset/train\adv_sample_training_3118.png,9,1
adversarial_dataset/train\adv_sample_training_3119.png,0,8
adversarial_dataset/train\adv_sample_training_3120.png,7,5
adversarial_dataset/train\adv_sample_training_3121.png,3,5
adversarial_dataset/train\adv_sample_training_3122.png,7,6
adversarial_dataset/train\adv_sample_training_3123.png,8,5
adversarial_dataset/train\adv_sample_training_3124.png,5,3
adversarial_dataset/train\adv_sample_training_3125.png,4,2
adversarial_dataset/train\adv_sample_training_3126.png,1,6
adversarial_dataset/train\adv_sample_training_3127.png,0,1
adversarial_dataset/train\adv_sample_training_3128.png,9,1
adversarial_dataset/train\adv_sample_training_3129.png,3,6
adversarial_dataset/train\adv_sample_training_3130.png,8,2
adversarial_dataset/train\adv_sample_training_3131.png,3,4
adversarial_dataset/train\adv_sample_training_3132.png,6,2
adversarial_dataset/train\adv_sample_training_3133.png,2,0
adversarial_dataset/train\adv_sample_training_3134.png,2,0
adversarial_dataset/train\adv_sample_training_3135.png,4,2
adversarial_dataset/train\adv_sample_training_3136.png,8,0
adversarial_dataset/train\adv_sample_training_3137.png,5,7
adversarial_dataset/train\adv_sample_training_3138.png,7,8
adversarial_dataset/train\adv_sample_training_3139.png,5,3
adversarial_dataset/train\adv_sample_training_3140.png,1,9
adversarial_dataset/train\adv_sample_training_3141.png,6,4
adversarial_dataset/train\adv_sample_training_3142.png,9,2
adversarial_dataset/train\adv_sample_training_3143.png,3,4
adversarial_dataset/train\adv_sample_training_3144.png,5,4
adversarial_dataset/train\adv_sample_training_3145.png,1,8
adversarial_dataset/train\adv_sample_training_3146.png,3,7
adversarial_dataset/train\adv_sample_training_3147.png,6,2
adversarial_dataset/train\adv_sample_training_3148.png,5,4
adversarial_dataset/train\adv_sample_training_3149.png,4,3
adversarial_dataset/train\adv_sample_training_3150.png,5,7
adversarial_dataset/train\adv_sample_training_3151.png,5,3
adversarial_dataset/train\adv_sample_training_3152.png,1,9
adversarial_dataset/train\adv_sample_training_3153.png,5,3
adversarial_dataset/train\adv_sample_training_3154.png,1,0
adversarial_dataset/train\adv_sample_training_3155.png,0,4
adversarial_dataset/train\adv_sample_training_3156.png,2,5
adversarial_dataset/train\adv_sample_training_3157.png,9,2
adversarial_dataset/train\adv_sample_training_3158.png,2,4
adversarial_dataset/train\adv_sample_training_3159.png,6,2
adversarial_dataset/train\adv_sample_training_3160.png,5,3
adversarial_dataset/train\adv_sample_training_3161.png,4,7
adversarial_dataset/train\adv_sample_training_3162.png,5,3
adversarial_dataset/train\adv_sample_training_3163.png,3,6
adversarial_dataset/train\adv_sample_training_3164.png,7,5
adversarial_dataset/train\adv_sample_training_3165.png,1,9
adversarial_dataset/train\adv_sample_training_3166.png,2,0
adversarial_dataset/train\adv_sample_training_3167.png,7,5
adversarial_dataset/train\adv_sample_training_3168.png,3,2
adversarial_dataset/train\adv_sample_training_3169.png,3,7
adversarial_dataset/train\adv_sample_training_3170.png,0,2
adversarial_dataset/train\adv_sample_training_3171.png,6,3
adversarial_dataset/train\adv_sample_training_3172.png,1,0
adversarial_dataset/train\adv_sample_training_3173.png,6,2
adversarial_dataset/train\adv_sample_training_3174.png,7,3
adversarial_dataset/train\adv_sample_training_3175.png,9,3
adversarial_dataset/train\adv_sample_training_3176.png,1,9
adversarial_dataset/train\adv_sample_training_3177.png,4,2
adversarial_dataset/train\adv_sample_training_3178.png,4,3
adversarial_dataset/train\adv_sample_training_3179.png,9,8
adversarial_dataset/train\adv_sample_training_3180.png,3,2
adversarial_dataset/train\adv_sample_training_3181.png,7,4
adversarial_dataset/train\adv_sample_training_3182.png,7,5
adversarial_dataset/train\adv_sample_training_3183.png,9,4
adversarial_dataset/train\adv_sample_training_3184.png,6,3
adversarial_dataset/train\adv_sample_training_3185.png,0,8
adversarial_dataset/train\adv_sample_training_3186.png,1,5
adversarial_dataset/train\adv_sample_training_3187.png,4,1
adversarial_dataset/train\adv_sample_training_3188.png,4,2
adversarial_dataset/train\adv_sample_training_3189.png,6,2
adversarial_dataset/train\adv_sample_training_3190.png,3,2
adversarial_dataset/train\adv_sample_training_3191.png,7,4
adversarial_dataset/train\adv_sample_training_3192.png,0,6
adversarial_dataset/train\adv_sample_training_3193.png,1,6
adversarial_dataset/train\adv_sample_training_3194.png,9,1
adversarial_dataset/train\adv_sample_training_3195.png,1,0
adversarial_dataset/train\adv_sample_training_3196.png,6,2
adversarial_dataset/train\adv_sample_training_3197.png,9,1
adversarial_dataset/train\adv_sample_training_3198.png,4,0
adversarial_dataset/train\adv_sample_training_3199.png,4,2
adversarial_dataset/train\adv_sample_training_3200.png,0,9
adversarial_dataset/train\adv_sample_training_3201.png,4,2
adversarial_dataset/train\adv_sample_training_3202.png,8,0
adversarial_dataset/train\adv_sample_training_3203.png,6,3
adversarial_dataset/train\adv_sample_training_3204.png,5,4
adversarial_dataset/train\adv_sample_training_3205.png,7,5
adversarial_dataset/train\adv_sample_training_3206.png,5,4
adversarial_dataset/train\adv_sample_training_3207.png,5,2
adversarial_dataset/train\adv_sample_training_3208.png,2,0
adversarial_dataset/train\adv_sample_training_3209.png,5,3
adversarial_dataset/train\adv_sample_training_3210.png,5,3
adversarial_dataset/train\adv_sample_training_3211.png,7,4
adversarial_dataset/train\adv_sample_training_3212.png,8,0
adversarial_dataset/train\adv_sample_training_3213.png,9,1
adversarial_dataset/train\adv_sample_training_3214.png,6,2
adversarial_dataset/train\adv_sample_training_3215.png,0,2
adversarial_dataset/train\adv_sample_training_3216.png,3,5
adversarial_dataset/train\adv_sample_training_3217.png,3,5
adversarial_dataset/train\adv_sample_training_3218.png,4,2
adversarial_dataset/train\adv_sample_training_3219.png,4,2
adversarial_dataset/train\adv_sample_training_3220.png,9,1
adversarial_dataset/train\adv_sample_training_3221.png,3,5
adversarial_dataset/train\adv_sample_training_3222.png,1,9
adversarial_dataset/train\adv_sample_training_3223.png,4,2
adversarial_dataset/train\adv_sample_training_3224.png,2,4
adversarial_dataset/train\adv_sample_training_3225.png,3,5
adversarial_dataset/train\adv_sample_training_3226.png,6,4
adversarial_dataset/train\adv_sample_training_3227.png,0,7
adversarial_dataset/train\adv_sample_training_3228.png,4,2
adversarial_dataset/train\adv_sample_training_3229.png,7,5
adversarial_dataset/train\adv_sample_training_3230.png,9,1
adversarial_dataset/train\adv_sample_training_3231.png,5,3
adversarial_dataset/train\adv_sample_training_3232.png,9,1
adversarial_dataset/train\adv_sample_training_3233.png,5,3
adversarial_dataset/train\adv_sample_training_3234.png,5,3
adversarial_dataset/train\adv_sample_training_3235.png,9,0
adversarial_dataset/train\adv_sample_training_3236.png,7,3
adversarial_dataset/train\adv_sample_training_3237.png,2,4
adversarial_dataset/train\adv_sample_training_3238.png,2,4
adversarial_dataset/train\adv_sample_training_3239.png,1,9
adversarial_dataset/train\adv_sample_training_3240.png,0,2
adversarial_dataset/train\adv_sample_training_3241.png,4,3
adversarial_dataset/train\adv_sample_training_3242.png,6,3
adversarial_dataset/train\adv_sample_training_3243.png,7,4
adversarial_dataset/train\adv_sample_training_3244.png,6,3
adversarial_dataset/train\adv_sample_training_3245.png,5,3
adversarial_dataset/train\adv_sample_training_3246.png,3,5
adversarial_dataset/train\adv_sample_training_3247.png,7,0
adversarial_dataset/train\adv_sample_training_3248.png,3,5
adversarial_dataset/train\adv_sample_training_3249.png,7,6
adversarial_dataset/train\adv_sample_training_3250.png,4,2
adversarial_dataset/train\adv_sample_training_3251.png,1,9
adversarial_dataset/train\adv_sample_training_3252.png,7,5
adversarial_dataset/train\adv_sample_training_3253.png,8,0
adversarial_dataset/train\adv_sample_training_3254.png,0,2
adversarial_dataset/train\adv_sample_training_3255.png,5,3
adversarial_dataset/train\adv_sample_training_3256.png,9,1
adversarial_dataset/train\adv_sample_training_3257.png,6,2
adversarial_dataset/train\adv_sample_training_3258.png,7,5
adversarial_dataset/train\adv_sample_training_3259.png,2,3
adversarial_dataset/train\adv_sample_training_3260.png,4,2
adversarial_dataset/train\adv_sample_training_3261.png,3,1
adversarial_dataset/train\adv_sample_training_3262.png,1,9
adversarial_dataset/train\adv_sample_training_3263.png,2,6
adversarial_dataset/train\adv_sample_training_3264.png,6,2
adversarial_dataset/train\adv_sample_training_3265.png,6,4
adversarial_dataset/train\adv_sample_training_3266.png,8,0
adversarial_dataset/train\adv_sample_training_3267.png,1,4
adversarial_dataset/train\adv_sample_training_3268.png,7,1
adversarial_dataset/train\adv_sample_training_3269.png,1,9
adversarial_dataset/train\adv_sample_training_3270.png,6,4
adversarial_dataset/train\adv_sample_training_3271.png,4,6
adversarial_dataset/train\adv_sample_training_3272.png,2,7
adversarial_dataset/train\adv_sample_training_3273.png,8,9
adversarial_dataset/train\adv_sample_training_3274.png,7,3
adversarial_dataset/train\adv_sample_training_3275.png,6,3
adversarial_dataset/train\adv_sample_training_3276.png,4,5
adversarial_dataset/train\adv_sample_training_3277.png,2,8
adversarial_dataset/train\adv_sample_training_3278.png,0,4
adversarial_dataset/train\adv_sample_training_3279.png,2,6
adversarial_dataset/train\adv_sample_training_3280.png,4,2
adversarial_dataset/train\adv_sample_training_3281.png,5,6
adversarial_dataset/train\adv_sample_training_3282.png,9,3
adversarial_dataset/train\adv_sample_training_3283.png,2,4
adversarial_dataset/train\adv_sample_training_3284.png,5,3
adversarial_dataset/train\adv_sample_training_3285.png,4,3
adversarial_dataset/train\adv_sample_training_3286.png,2,6
adversarial_dataset/train\adv_sample_training_3287.png,3,7
adversarial_dataset/train\adv_sample_training_3288.png,7,4
adversarial_dataset/train\adv_sample_training_3289.png,1,9
adversarial_dataset/train\adv_sample_training_3290.png,3,5
adversarial_dataset/train\adv_sample_training_3291.png,7,4
adversarial_dataset/train\adv_sample_training_3292.png,7,5
adversarial_dataset/train\adv_sample_training_3293.png,4,2
adversarial_dataset/train\adv_sample_training_3294.png,2,4
adversarial_dataset/train\adv_sample_training_3295.png,9,1
adversarial_dataset/train\adv_sample_training_3296.png,1,0
adversarial_dataset/train\adv_sample_training_3297.png,1,7
adversarial_dataset/train\adv_sample_training_3298.png,1,9
adversarial_dataset/train\adv_sample_training_3299.png,4,5
adversarial_dataset/train\adv_sample_training_3300.png,6,3
adversarial_dataset/train\adv_sample_training_3301.png,9,7
adversarial_dataset/train\adv_sample_training_3302.png,0,3
adversarial_dataset/train\adv_sample_training_3303.png,2,5
adversarial_dataset/train\adv_sample_training_3304.png,3,2
adversarial_dataset/train\adv_sample_training_3305.png,0,8
adversarial_dataset/train\adv_sample_training_3306.png,7,5
adversarial_dataset/train\adv_sample_training_3307.png,9,1
adversarial_dataset/train\adv_sample_training_3308.png,3,5
adversarial_dataset/train\adv_sample_training_3309.png,6,4
adversarial_dataset/train\adv_sample_training_3310.png,9,1
adversarial_dataset/train\adv_sample_training_3311.png,9,1
adversarial_dataset/train\adv_sample_training_3312.png,7,4
adversarial_dataset/train\adv_sample_training_3313.png,7,4
adversarial_dataset/train\adv_sample_training_3314.png,6,3
adversarial_dataset/train\adv_sample_training_3315.png,2,3
adversarial_dataset/train\adv_sample_training_3316.png,6,2
adversarial_dataset/train\adv_sample_training_3317.png,2,7
adversarial_dataset/train\adv_sample_training_3318.png,2,3
adversarial_dataset/train\adv_sample_training_3319.png,0,7
adversarial_dataset/train\adv_sample_training_3320.png,5,3
adversarial_dataset/train\adv_sample_training_3321.png,7,6
adversarial_dataset/train\adv_sample_training_3322.png,4,5
adversarial_dataset/train\adv_sample_training_3323.png,7,4
adversarial_dataset/train\adv_sample_training_3324.png,4,5
adversarial_dataset/train\adv_sample_training_3325.png,3,5
adversarial_dataset/train\adv_sample_training_3326.png,7,4
adversarial_dataset/train\adv_sample_training_3327.png,5,3
adversarial_dataset/train\adv_sample_training_3328.png,4,2
adversarial_dataset/train\adv_sample_training_3329.png,5,3
adversarial_dataset/train\adv_sample_training_3330.png,0,3
adversarial_dataset/train\adv_sample_training_3331.png,8,2
adversarial_dataset/train\adv_sample_training_3332.png,2,4
adversarial_dataset/train\adv_sample_training_3333.png,5,3
adversarial_dataset/train\adv_sample_training_3334.png,1,6
adversarial_dataset/train\adv_sample_training_3335.png,0,8
adversarial_dataset/train\adv_sample_training_3336.png,6,3
adversarial_dataset/train\adv_sample_training_3337.png,5,7
adversarial_dataset/train\adv_sample_training_3338.png,3,5
adversarial_dataset/train\adv_sample_training_3339.png,2,0
adversarial_dataset/train\adv_sample_training_3340.png,9,0
adversarial_dataset/train\adv_sample_training_3341.png,8,3
adversarial_dataset/train\adv_sample_training_3342.png,6,3
adversarial_dataset/train\adv_sample_training_3343.png,9,0
adversarial_dataset/train\adv_sample_training_3344.png,8,3
adversarial_dataset/train\adv_sample_training_3345.png,2,5
adversarial_dataset/train\adv_sample_training_3346.png,6,3
adversarial_dataset/train\adv_sample_training_3347.png,3,5
adversarial_dataset/train\adv_sample_training_3348.png,9,6
adversarial_dataset/train\adv_sample_training_3349.png,5,2
adversarial_dataset/train\adv_sample_training_3350.png,3,5
adversarial_dataset/train\adv_sample_training_3351.png,8,5
adversarial_dataset/train\adv_sample_training_3352.png,9,6
adversarial_dataset/train\adv_sample_training_3353.png,9,1
adversarial_dataset/train\adv_sample_training_3354.png,7,2
adversarial_dataset/train\adv_sample_training_3355.png,1,9
adversarial_dataset/train\adv_sample_training_3356.png,4,2
adversarial_dataset/train\adv_sample_training_3357.png,0,8
adversarial_dataset/train\adv_sample_training_3358.png,7,4
adversarial_dataset/train\adv_sample_training_3359.png,3,4
adversarial_dataset/train\adv_sample_training_3360.png,9,7
adversarial_dataset/train\adv_sample_training_3361.png,0,4
adversarial_dataset/train\adv_sample_training_3362.png,6,1
adversarial_dataset/train\adv_sample_training_3363.png,5,3
adversarial_dataset/train\adv_sample_training_3364.png,7,3
adversarial_dataset/train\adv_sample_training_3365.png,2,4
adversarial_dataset/train\adv_sample_training_3366.png,7,4
adversarial_dataset/train\adv_sample_training_3367.png,2,3
adversarial_dataset/train\adv_sample_training_3368.png,3,7
adversarial_dataset/train\adv_sample_training_3369.png,0,8
adversarial_dataset/train\adv_sample_training_3370.png,7,3
adversarial_dataset/train\adv_sample_training_3371.png,8,0
adversarial_dataset/train\adv_sample_training_3372.png,6,1
adversarial_dataset/train\adv_sample_training_3373.png,0,4
adversarial_dataset/train\adv_sample_training_3374.png,6,0
adversarial_dataset/train\adv_sample_training_3375.png,8,0
adversarial_dataset/train\adv_sample_training_3376.png,5,2
adversarial_dataset/train\adv_sample_training_3377.png,9,1
adversarial_dataset/train\adv_sample_training_3378.png,2,6
adversarial_dataset/train\adv_sample_training_3379.png,1,9
adversarial_dataset/train\adv_sample_training_3380.png,5,2
adversarial_dataset/train\adv_sample_training_3381.png,8,0
adversarial_dataset/train\adv_sample_training_3382.png,7,4
adversarial_dataset/train\adv_sample_training_3383.png,0,8
adversarial_dataset/train\adv_sample_training_3384.png,8,3
adversarial_dataset/train\adv_sample_training_3385.png,4,2
adversarial_dataset/train\adv_sample_training_3386.png,5,3
adversarial_dataset/train\adv_sample_training_3387.png,5,3
adversarial_dataset/train\adv_sample_training_3388.png,8,0
adversarial_dataset/train\adv_sample_training_3389.png,6,3
adversarial_dataset/train\adv_sample_training_3390.png,7,5
adversarial_dataset/train\adv_sample_training_3391.png,0,9
adversarial_dataset/train\adv_sample_training_3392.png,1,9
adversarial_dataset/train\adv_sample_training_3393.png,7,6
adversarial_dataset/train\adv_sample_training_3394.png,1,8
adversarial_dataset/train\adv_sample_training_3395.png,2,5
adversarial_dataset/train\adv_sample_training_3396.png,2,3
adversarial_dataset/train\adv_sample_training_3397.png,2,3
adversarial_dataset/train\adv_sample_training_3398.png,5,3
adversarial_dataset/train\adv_sample_training_3399.png,9,1
adversarial_dataset/train\adv_sample_training_3400.png,6,2
adversarial_dataset/train\adv_sample_training_3401.png,2,3
adversarial_dataset/train\adv_sample_training_3402.png,2,3
adversarial_dataset/train\adv_sample_training_3403.png,0,1
adversarial_dataset/train\adv_sample_training_3404.png,9,6
adversarial_dataset/train\adv_sample_training_3405.png,0,8
adversarial_dataset/train\adv_sample_training_3406.png,2,0
adversarial_dataset/train\adv_sample_training_3407.png,5,7
adversarial_dataset/train\adv_sample_training_3408.png,5,3
adversarial_dataset/train\adv_sample_training_3409.png,4,7
adversarial_dataset/train\adv_sample_training_3410.png,9,1
adversarial_dataset/train\adv_sample_training_3411.png,0,9
adversarial_dataset/train\adv_sample_training_3412.png,9,1
adversarial_dataset/train\adv_sample_training_3413.png,6,3
adversarial_dataset/train\adv_sample_training_3414.png,4,2
adversarial_dataset/train\adv_sample_training_3415.png,5,3
adversarial_dataset/train\adv_sample_training_3416.png,5,3
adversarial_dataset/train\adv_sample_training_3417.png,4,3
adversarial_dataset/train\adv_sample_training_3418.png,3,0
adversarial_dataset/train\adv_sample_training_3419.png,0,7
adversarial_dataset/train\adv_sample_training_3420.png,0,8
adversarial_dataset/train\adv_sample_training_3421.png,6,3
adversarial_dataset/train\adv_sample_training_3422.png,3,5
adversarial_dataset/train\adv_sample_training_3423.png,2,4
adversarial_dataset/train\adv_sample_training_3424.png,8,9
adversarial_dataset/train\adv_sample_training_3425.png,7,5
adversarial_dataset/train\adv_sample_training_3426.png,6,4
adversarial_dataset/train\adv_sample_training_3427.png,7,4
adversarial_dataset/train\adv_sample_training_3428.png,9,8
adversarial_dataset/train\adv_sample_training_3429.png,6,3
adversarial_dataset/train\adv_sample_training_3430.png,3,5
adversarial_dataset/train\adv_sample_training_3431.png,6,4
adversarial_dataset/train\adv_sample_training_3432.png,7,4
adversarial_dataset/train\adv_sample_training_3433.png,4,3
adversarial_dataset/train\adv_sample_training_3434.png,3,4
adversarial_dataset/train\adv_sample_training_3435.png,2,7
adversarial_dataset/train\adv_sample_training_3436.png,9,1
adversarial_dataset/train\adv_sample_training_3437.png,3,5
adversarial_dataset/train\adv_sample_training_3438.png,7,4
adversarial_dataset/train\adv_sample_training_3439.png,6,3
adversarial_dataset/train\adv_sample_training_3440.png,2,5
adversarial_dataset/train\adv_sample_training_3441.png,0,8
adversarial_dataset/train\adv_sample_training_3442.png,7,4
adversarial_dataset/train\adv_sample_training_3443.png,0,7
adversarial_dataset/train\adv_sample_training_3444.png,4,6
adversarial_dataset/train\adv_sample_training_3445.png,6,2
adversarial_dataset/train\adv_sample_training_3446.png,6,2
adversarial_dataset/train\adv_sample_training_3447.png,9,0
adversarial_dataset/train\adv_sample_training_3448.png,2,8
adversarial_dataset/train\adv_sample_training_3449.png,7,3
adversarial_dataset/train\adv_sample_training_3450.png,7,4
adversarial_dataset/train\adv_sample_training_3451.png,0,4
adversarial_dataset/train\adv_sample_training_3452.png,4,2
adversarial_dataset/train\adv_sample_training_3453.png,4,6
adversarial_dataset/train\adv_sample_training_3454.png,9,1
adversarial_dataset/train\adv_sample_training_3455.png,5,3
adversarial_dataset/train\adv_sample_training_3456.png,4,0
adversarial_dataset/train\adv_sample_training_3457.png,4,6
adversarial_dataset/train\adv_sample_training_3458.png,5,4
adversarial_dataset/train\adv_sample_training_3459.png,4,3
adversarial_dataset/train\adv_sample_training_3460.png,5,7
adversarial_dataset/train\adv_sample_training_3461.png,1,9
adversarial_dataset/train\adv_sample_training_3462.png,9,1
adversarial_dataset/train\adv_sample_training_3463.png,1,9
adversarial_dataset/train\adv_sample_training_3464.png,6,4
adversarial_dataset/train\adv_sample_training_3465.png,4,2
adversarial_dataset/train\adv_sample_training_3466.png,4,5
adversarial_dataset/train\adv_sample_training_3467.png,2,8
adversarial_dataset/train\adv_sample_training_3468.png,4,6
adversarial_dataset/train\adv_sample_training_3469.png,0,1
adversarial_dataset/train\adv_sample_training_3470.png,2,0
adversarial_dataset/train\adv_sample_training_3471.png,9,3
adversarial_dataset/train\adv_sample_training_3472.png,6,2
adversarial_dataset/train\adv_sample_training_3473.png,0,8
adversarial_dataset/train\adv_sample_training_3474.png,1,5
adversarial_dataset/train\adv_sample_training_3475.png,9,3
adversarial_dataset/train\adv_sample_training_3476.png,3,5
adversarial_dataset/train\adv_sample_training_3477.png,3,2
adversarial_dataset/train\adv_sample_training_3478.png,0,1
adversarial_dataset/train\adv_sample_training_3479.png,4,6
adversarial_dataset/train\adv_sample_training_3480.png,6,4
adversarial_dataset/train\adv_sample_training_3481.png,7,6
adversarial_dataset/train\adv_sample_training_3482.png,4,2
adversarial_dataset/train\adv_sample_training_3483.png,2,3
adversarial_dataset/train\adv_sample_training_3484.png,1,6
adversarial_dataset/train\adv_sample_training_3485.png,7,3
adversarial_dataset/train\adv_sample_training_3486.png,6,3
adversarial_dataset/train\adv_sample_training_3487.png,9,1
adversarial_dataset/train\adv_sample_training_3488.png,9,1
adversarial_dataset/train\adv_sample_training_3489.png,9,7
adversarial_dataset/train\adv_sample_training_3490.png,9,1
adversarial_dataset/train\adv_sample_training_3491.png,4,3
adversarial_dataset/train\adv_sample_training_3492.png,5,3
adversarial_dataset/train\adv_sample_training_3493.png,9,1
adversarial_dataset/train\adv_sample_training_3494.png,7,4
adversarial_dataset/train\adv_sample_training_3495.png,7,4
adversarial_dataset/train\adv_sample_training_3496.png,4,2
adversarial_dataset/train\adv_sample_training_3497.png,7,4
adversarial_dataset/train\adv_sample_training_3498.png,4,3
adversarial_dataset/train\adv_sample_training_3499.png,5,3
adversarial_dataset/train\adv_sample_training_3500.png,5,3
adversarial_dataset/train\adv_sample_training_3501.png,4,9
adversarial_dataset/train\adv_sample_training_3502.png,2,4
adversarial_dataset/train\adv_sample_training_3503.png,4,7
adversarial_dataset/train\adv_sample_training_3504.png,4,0
adversarial_dataset/train\adv_sample_training_3505.png,3,5
adversarial_dataset/train\adv_sample_training_3506.png,4,2
adversarial_dataset/train\adv_sample_training_3507.png,8,9
adversarial_dataset/train\adv_sample_training_3508.png,4,2
adversarial_dataset/train\adv_sample_training_3509.png,7,5
adversarial_dataset/train\adv_sample_training_3510.png,3,5
adversarial_dataset/train\adv_sample_training_3511.png,9,1
adversarial_dataset/train\adv_sample_training_3512.png,5,3
adversarial_dataset/train\adv_sample_training_3513.png,1,2
adversarial_dataset/train\adv_sample_training_3514.png,9,1
adversarial_dataset/train\adv_sample_training_3515.png,7,5
adversarial_dataset/train\adv_sample_training_3516.png,9,1
adversarial_dataset/train\adv_sample_training_3517.png,4,0
adversarial_dataset/train\adv_sample_training_3518.png,1,9
adversarial_dataset/train\adv_sample_training_3519.png,8,9
adversarial_dataset/train\adv_sample_training_3520.png,1,9
adversarial_dataset/train\adv_sample_training_3521.png,9,1
adversarial_dataset/train\adv_sample_training_3522.png,8,1
adversarial_dataset/train\adv_sample_training_3523.png,6,4
adversarial_dataset/train\adv_sample_training_3524.png,2,6
adversarial_dataset/train\adv_sample_training_3525.png,2,8
adversarial_dataset/train\adv_sample_training_3526.png,3,7
adversarial_dataset/train\adv_sample_training_3527.png,2,0
adversarial_dataset/train\adv_sample_training_3528.png,8,1
adversarial_dataset/train\adv_sample_training_3529.png,6,2
adversarial_dataset/train\adv_sample_training_3530.png,7,4
adversarial_dataset/train\adv_sample_training_3531.png,5,3
adversarial_dataset/train\adv_sample_training_3532.png,6,4
adversarial_dataset/train\adv_sample_training_3533.png,6,5
adversarial_dataset/train\adv_sample_training_3534.png,1,9
adversarial_dataset/train\adv_sample_training_3535.png,5,3
adversarial_dataset/train\adv_sample_training_3536.png,1,9
adversarial_dataset/train\adv_sample_training_3537.png,9,2
adversarial_dataset/train\adv_sample_training_3538.png,4,7
adversarial_dataset/train\adv_sample_training_3539.png,5,3
adversarial_dataset/train\adv_sample_training_3540.png,3,5
adversarial_dataset/train\adv_sample_training_3541.png,9,1
adversarial_dataset/train\adv_sample_training_3542.png,9,1
adversarial_dataset/train\adv_sample_training_3543.png,5,3
adversarial_dataset/train\adv_sample_training_3544.png,2,6
adversarial_dataset/train\adv_sample_training_3545.png,5,2
adversarial_dataset/train\adv_sample_training_3546.png,7,4
adversarial_dataset/train\adv_sample_training_3547.png,0,8
adversarial_dataset/train\adv_sample_training_3548.png,5,3
adversarial_dataset/train\adv_sample_training_3549.png,5,3
adversarial_dataset/train\adv_sample_training_3550.png,5,3
adversarial_dataset/train\adv_sample_training_3551.png,5,2
adversarial_dataset/train\adv_sample_training_3552.png,7,5
adversarial_dataset/train\adv_sample_training_3553.png,6,5
adversarial_dataset/train\adv_sample_training_3554.png,2,4
adversarial_dataset/train\adv_sample_training_3555.png,7,0
adversarial_dataset/train\adv_sample_training_3556.png,6,1
adversarial_dataset/train\adv_sample_training_3557.png,4,0
adversarial_dataset/train\adv_sample_training_3558.png,0,8
adversarial_dataset/train\adv_sample_training_3559.png,0,4
adversarial_dataset/train\adv_sample_training_3560.png,8,5
adversarial_dataset/train\adv_sample_training_3561.png,0,1
adversarial_dataset/train\adv_sample_training_3562.png,0,8
adversarial_dataset/train\adv_sample_training_3563.png,9,1
adversarial_dataset/train\adv_sample_training_3564.png,0,1
adversarial_dataset/train\adv_sample_training_3565.png,7,5
adversarial_dataset/train\adv_sample_training_3566.png,4,5
adversarial_dataset/train\adv_sample_training_3567.png,5,6
adversarial_dataset/train\adv_sample_training_3568.png,9,0
adversarial_dataset/train\adv_sample_training_3569.png,2,3
adversarial_dataset/train\adv_sample_training_3570.png,2,4
adversarial_dataset/train\adv_sample_training_3571.png,9,1
adversarial_dataset/train\adv_sample_training_3572.png,8,7
adversarial_dataset/train\adv_sample_training_3573.png,7,4
adversarial_dataset/train\adv_sample_training_3574.png,4,7
adversarial_dataset/train\adv_sample_training_3575.png,6,2
adversarial_dataset/train\adv_sample_training_3576.png,6,3
adversarial_dataset/train\adv_sample_training_3577.png,3,2
